age,sex,smooth,raw,exposure
0,m,1.0620862213818607e-4,5.88901982568488e-4,3395.1509032063827
1,m,1.0043723694296476e-4,1.4628175094964104e-4,13671.245423754328
2,m,9.504832722596802e-5,3.83441195578306e-4,18252.23277133825
3,m,9.013674817814215e-5,9.270934984664885e-5,21571.797169953334
4,m,8.604740384461439e-5,1.199552480068884e-4,25007.826810176124
5,m,8.30722130506849e-5,3.5468227782461384e-5,28193.747711877164
6,m,8.156600788139496e-5,0,31415.9050805359
7,m,8.166814654812623e-5,5.797686551832024e-5,34495.51825982237
8,m,8.360666597947166e-5,0,36784.26291585127
9,m,8.761708802639668e-5,5.262700481935639e-5,38002.302807466505
10,m,9.410472289886507e-5,5.148850596728455e-5,38842.6207737468
11,m,1.0346067070745214e-4,1.5649270589207723e-4,38337.44510763209
12,m,1.1595226684870788e-4,1.5793870073502265e-4,37986.42230167093
13,m,1.321845596081076e-4,1.0586841821956495e-4,37780.75020322144
14,m,1.5316957929841966e-4,7.887122785099752e-5,38035.184374529585
15,m,1.8009159754479273e-4,7.656190885414318e-5,39182.47601234382
16,m,2.1380410996912647e-4,1.6239114858773455e-4,43102.29770435044
17,m,2.539796584205983e-4,3.4367733752662955e-4,49456.501452656936
18,m,2.9871641704750984e-4,4.3430412722083943e-4,59852.88284660545
19,m,3.448443073907264e-4,4.515713423829074e-4,77489.63279391841
20,m,3.884451559277992e-4,5.773412402437141e-4,96968.36211049225
21,m,4.255481839752369e-4,4.1181249668047464e-4,121389.47965527623
22,m,4.540770813575031e-4,4.951001645110446e-4,147408.41162125545
23,m,4.723958821836695e-4,5.327902221098338e-4,170753.43027999398
24,m,4.8039913561035016e-4,5.274294682255343e-4,191444.29899141955
25,m,4.8001375483533676e-4,4.2661993116169516e-4,208572.1010989011
26,m,4.7474891297606794e-4,4.5058369935927346e-4,224103.19251844045
27,m,4.6677271327511194e-4,4.920828413500308e-4,239738.0221360831
28,m,4.575271176981189e-4,4.6908539044922574e-4,255756.96305885894
29,m,4.4907820199754754e-4,4.12567010048043e-4,271415.05142255005
30,m,4.437006471516921e-4,4.3647120996732474e-4,288615.8340734608
31,m,4.4232822748811566e-4,4.020075022270977e-4,305902.9392668975
32,m,4.457103315260354e-4,4.962015048799787e-4,320354.8365271714
33,m,4.531048401531241e-4,4.438113714116422e-4,331148.297072106
34,m,4.6583033238898887e-4,4.220165817230583e-4,338777.74477645644
35,m,4.850802321712316e-4,5.156724465315895e-4,343152.6430754177
36,m,5.102919649683227e-4,4.7525802290601264e-4,347097.33084449795
37,m,5.423025312804524e-4,5.357364432417401e-4,354556.9980054193
38,m,5.804229373377292e-4,6.745835243382485e-4,367510.2380927292
39,m,6.233845912106688e-4,5.506852524787983e-4,381238.06131265993
40,m,6.740543633199441e-4,7.094733316707182e-4,397336.942315219
41,m,7.318488992705557e-4,7.476661311175626e-4,413131.5740102363
42,m,7.978056923464458e-4,8.801097132951193e-4,429302.9079858498
43,m,8.741011907151148e-4,7.489621238338294e-4,448452.81713834114
44,m,9.6858121997689e-4,9.68699856223972e-4,470506.04323347885
45,m,0.0010829064508669926,0.0010369950895880466,485767.6591675448
46,m,0.0012187098850950022,0.0013674442532743973,494014.8764564203
47,m,0.0013737231286748998,0.0012502360490829515,499593.09819358727
48,m,0.0015541800641650503,0.0016029347480075978,498684.57034472376
49,m,0.0017582216253502914,0.0017469567697192387,492998.4969065181
50,m,0.0019852565249511055,0.0020975864956107784,482429.48481860606
51,m,0.0022323354149080075,0.002216993257908304,469484.9399292488
52,m,0.002502466142266508,0.002446665147038011,451082.6578955291
53,m,0.0027985548527150257,0.0028930663624887865,429026.43898840883
54,m,0.0031203021989170588,0.0031252196486533474,403180.6170630739
55,m,0.0034727081927185253,0.0035492413836471,377437.968914647
56,m,0.0038627328188623427,0.0038384031698049286,348433.50495258166
57,m,0.004303948213244046,0.00422578473467043,320681.4301369863
58,m,0.00481346133945624,0.004759507956397489,291561.6015203974
59,m,0.005410283482836576,0.005176957567498838,263178.5407195544
60,m,0.006116891316852016,0.005854639156268367,214924.5562547042
61,m,0.006952450818226413,0.006790508509927007,164082.57262531988
62,m,0.007930124401488553,0.007594763065096948,138384.00928044558
63,m,0.00905703792835648,0.009311606986409744,122071.63318530784
64,m,0.010326711837532112,0.011205093044430582,112795.06188469066
65,m,0.01172455385997265,0.012255453465361587,97964.36415023333
66,m,0.013236587974349847,0.01407527886720545,82821.64938280897
67,m,0.014846466265866052,0.016561059486923404,74853.26278789704
68,m,0.016539969579862795,0.017143477043073622,70207.10596868885
69,m,0.018316854269935217,0.018092886491813575,65395.78675297306
70,m,0.02018588659263449,0.02105552417462697,59070.79741833509
71,m,0.022159408389149007,0.021704851218442865,56145.50403432184
72,m,0.02426327238222277,0.0243612076098062,56971.15979978925
73,m,0.02652931099520602,0.0264038680891686,54789.168003913896
74,m,0.029000459469158104,0.02760445606500986,49337.65475688695
75,m,0.03173138061260491,0.030050686831458093,43101.89915700738
76,m,0.034598226312724065,0.03028169726833539,35190.15438055096
77,m,0.03792822728099795,0.0361792821834085,27818.631469215718
78,m,0.04179549021455155,0.039287733576777936,21459.783953033268
79,m,0.04627708221298007,0.04680514134605202,18736.926463947013
80,m,0.051453337366351014,0.0506557988057567,16374.156111696522
81,m,0.057415301862900545,0.05891111462980487,14036.466129760649
82,m,0.06426408153520474,0.06378528330225351,12233.143609814842
83,m,0.0721148028435105,0.07598807371788804,10760.965881378896
84,m,0.08109579015191526,0.09349211646171103,9360.009716995333
85,m,0.09135156275848297,0.0905549809176563,3700.598216167394
86,m,0.10304377866016873,0.10309349179817111,441.59680114406143
87,m,0.11634083431694565,0.11740089240508836,264.5881529429475
88,m,0.13141164393013774,0.0793263144382169,193.69851723618848
89,m,0.14841787628295397,0.09588364882843012,139.0102965527623
90,m,0.16750362566949348,0.08591262645151543,89.11786090621708
91,m,0.186877777640702,0.1261363309110806,66.8513698630137
92,m,0.2079739529267415,0.11481875816677152,57.46564805057956
93,m,0.23081431394453483,0.13788747586094421,47.26603191329219
94,m,0.2553905784599985,0.16274978455804337,33.86640824928496
95,m,0.2816593020979189,0.235333433312747,22.495739876561796
96,m,0.30953809494801626,0.2690401346213168,9.650752671985549
97,m,0.338903249721335,0.5412415231566854,4.04281198253801
98,m,0.369589227123277,0,1
99,m,0.40139034624285397,0,1
100,m,0.4340648629516401,0,1
101,m,0.4673414000409166,0,1
102,m,0.5009274454396394,1.0911808669656202,0.41643835616438357
103,m,0.5345193962140954,0,NA
104,m,0.5678134364863263,0,NA
105,m,0.6005164315113173,0,NA
106,m,0.6323560180771555,0,NA
107,m,0.6630891735384118,0,NA
108,m,0.6925087326999745,0,NA
109,m,0.7204475592570609,0,NA
110,m,0.7467803262780952,0,0
111,m,0.7714230811400541,0,0
112,m,0.7943309375583034,0,0
113,m,0.8154943378663714,0,0
114,m,0.8349343628891772,0,0
115,m,0.8526975451919718,0,0
116,m,0.8688505803952706,0,0
117,m,0.8834752481023694,0,0
118,m,0.8966637642564937,0,0
119,m,0.9085147020614269,0,0
120,m,0.9191295462604008,0,0
0,f,1.9547440017182916e-4,6.291190061726655e-4,3178.048765617944
1,f,1.6923310658133723e-4,3.8892186664906395e-4,12853.552664458828
2,f,1.4659980520293235e-4,2.927270543555261e-4,17078.258083697125
3,f,1.2735443527844286e-4,1.4702268131608413e-4,20403.514880325154
4,f,1.1140649799114951e-4,8.484598514710234e-5,23571.12302423604
5,f,9.858371097145033e-5,7.44834669952024e-5,26850.59647749511
6,f,8.856127263455344e-5,6.683710230042986e-5,29922.49954087009
7,f,8.095814631776894e-5,0,32830.31350293542
8,f,7.539048850555835e-5,8.586186399893615e-5,34938.342443173264
9,f,7.15934232163866e-5,5.5178930983180954e-5,36244.718508204125
10,f,6.945452827300412e-5,1.3497059879755529e-4,37042.6049676351
11,f,6.885369660927181e-5,5.456163335439495e-5,36654.79413668523
12,f,7.004147377203688e-5,2.7458322797257704e-5,36418.3303627879
13,f,7.331734378653871e-5,2.751840910266753e-5,36338.81003311757
14,f,7.87742934341931e-5,8.215768378806968e-5,36513.648208640676
15,f,8.617273505920814e-5,5.414884785885314e-5,36934.227231672434
16,f,9.522444513205326e-5,1.280469334019873e-4,39045.68231220834
17,f,1.0518138317367765e-4,1.1921612632876249e-4,41938.134660544936
18,f,1.1511878764082141e-4,2.1217719659589264e-4,47125.41816197501
19,f,1.2386046696047088e-4,1.7325707144743438e-4,57712.701889206684
20,f,1.305630473911311e-4,1.6410521954511378e-4,73117.81673942496
21,f,1.3478700921783964e-4,2.0691138896047488e-4,91817.24813337348
22,f,1.365815650340175e-4,1.3510068178903102e-4,111020.80719554418
23,f,1.3699500199132271e-4,1.0815677101416195e-4,129434.73414872798
24,f,1.3713741020596263e-4,1.2940263187578505e-4,146819.0437829294
25,f,1.3747862810698134e-4,1.665433355114476e-4,162106.46665663103
26,f,1.3830957628059348e-4,1.1436891553815753e-4,174862.69076471473
27,f,1.4061486156564384e-4,1.3271693120655477e-4,188358.34140448592
28,f,1.4472248095031008e-4,1.4903724895262002e-4,201276.9603040795
29,f,1.5079606127289724e-4,1.8274539499234485e-4,213392.17038235738
30,f,1.5922775597556883e-4,1.1447775883174411e-4,227105.35264187868
31,f,1.716471453876573e-4,1.5803419195552283e-4,240435.29365497516
32,f,1.8808825403127515e-4,2.0306783266444838e-4,251122.10585578805
33,f,2.079510931741597e-4,2.212769030048821e-4,257567.29615384617
34,f,2.309462963863791e-4,2.21045949810842e-4,262359.8836218576
35,f,2.571430788628897e-4,2.1625692949009767e-4,263546.869050128
36,f,2.8597940492552926e-4,3.652010906554473e-4,265558.59286466957
37,f,3.1424558394652926e-4,3.795183961544824e-4,271345.09379798284
38,f,3.4093581818549364e-4,3.557827209025165e-4,281020.4233930453
39,f,3.6789360776443556e-4,3.1889668329724717e-4,291584.00251392444
40,f,3.984829953837965e-4,3.9462632216412293e-4,304025.1389281951
41,f,4.344030775607262e-4,3.9637743475738054e-4,317815.8421119976
42,f,4.776701145318256e-4,4.275799877178742e-4,329692.3608685835
43,f,5.285571266565556e-4,6.192948724922033e-4,343833.0503838627
44,f,5.838177582041255e-4,5.974320959768987e-4,358092.70410206233
45,f,6.439935855300064e-4,6.922495340115528e-4,368236.77830046666
46,f,7.106624846365673e-4,6.476951387219895e-4,375055.0073912389
47,f,7.89207285555904e-4,7.645927412938258e-4,380449.27194038837
48,f,8.824019949976163e-4,8.253844988957462e-4,381482.81481258466
49,f,9.91908537996003e-4,9.667037965325024e-4,380491.0333659491
50,f,0.0011149505766471462,0.0013461407827640446,374893.99765166343
51,f,0.0012445189808732225,0.0012314574813245334,367630.29316573835
52,f,0.0013851490844523765,0.0013032304326725459,355806.34008730995
53,f,0.001542637866482245,0.0015546741869973413,339999.72026192985
54,f,0.0017193022295642995,0.0017618895084975856,320963.0243790456
55,f,0.0019186212070760056,0.0018627650026119017,296057.6755983742
56,f,0.0021475194989640663,0.002170532478226059,266925.5361959958
57,f,0.002411921056778833,0.002395987020127572,240113.97011139547
58,f,0.002720369435373747,0.0025457507565708353,214986.66469215715
59,f,0.0030830743660956116,0.0030435454883951814,192573.66832003611
60,f,0.003505209438837418,0.0035999418978267194,157773.60653319283
61,f,0.003989618326488906,0.004006084890403403,124560.13600030108
62,f,0.0045397904901668265,0.0046115781096360805,111417.93685834714
63,f,0.005157769408415552,0.005044427688161691,103219.51994580761
64,f,0.0058447121957376415,0.006232415325892983,98530.08568417883
65,f,0.006596854551098592,0.006751563221864247,92258.65418485625
66,f,0.007413291694391153,0.007446147800499323,84961.49485925034
67,f,0.008293902871527547,0.008249794825429483,77740.54744844197
68,f,0.0092380286162703,0.009968469101351676,73963.88298961312
69,f,0.010243368528282547,0.010877338639954827,68758.55808369712
70,f,0.011316257956514066,0.011213108593137996,62520.341562547044
71,f,0.012473652342802512,0.012934193404504284,60068.89692157158
72,f,0.013737587263529026,0.01393480075991446,61000.937144362484
73,f,0.015142469509233104,0.013892254254779912,58901.627931657385
74,f,0.01673612382449767,0.015983569787978998,53437.316227608004
75,f,0.018567024864633457,0.01755396026858345,47037.179241306636
76,f,0.0206205697480018,0.019926413158088477,39250.870721059764
77,f,0.023075780372785466,0.022016527221732,31713.81929850971
78,f,0.02599700398837044,0.024157644447724332,25395.648682824027
79,f,0.02945035627836319,0.0274182505422922,22950.17244467861
80,f,0.03350129521486534,0.031739003213910946,20898.70155803101
81,f,0.03821390837309478,0.03676593295190704,18529.169983441217
82,f,0.043651541300982935,0.047872470597834005,16657.675816649105
83,f,0.04987784154843168,0.05669379721919143,15201.95053439711
84,f,0.05696540300462767,0.06473225590323312,13797.233719704953
85,f,0.06499763742344418,0.08211089592186863,5792.611229866025
86,f,0.07406671126917275,0.05659223017340953,669.6405389131417
87,f,0.08426776096728641,0.09487490284864766,471.88917657684783
88,f,0.0956876267180922,0.08662541646834841,353.4065934065934
89,f,0.10839766504965448,0.10016087860525638,237.09844949570976
90,f,0.12244276626323274,0.16288071444112917,129.70763209393346
91,f,0.1381280194984582,0.07345966375533586,65.56456420292037
92,f,0.15546662799267968,0.08265895299240218,57.9895152792413
93,f,0.17454091747153905,0.1162083505108351,48.63140147523709
94,f,0.19541394264420114,0.06766533213614351,42.835849766671686
95,f,0.21812353445292593,0.11169824603095425,25.358076170404935
96,f,0.2426762615323633,0.11213801601971657,16.835164835164836
97,f,0.26904173161407474,0.31598725205727063,7.994053891314165
98,f,0.29714775018093437,0.5641218343513088,2.545333433689598
99,f,0.32687690599832886,0,1
100,f,0.3580651437659276,0,2
101,f,0.39050279532201077,0,0.41483516483516486
102,f,0.42393836591171014,0,NA
103,f,0.45808512078318675,0,NA
104,f,0.4926302183096856,0,NA
105,f,0.5272458334242506,0,NA
106,f,0.5616014616072018,0,NA
107,f,0.5953764368641583,0,NA
108,f,0.6282716682267788,0,NA
109,f,0.6600197041584575,0,NA
110,f,0.6903924517699781,0,0
111,f,0.7192061657987776,0,0
112,f,0.7463236289235129,0,0
113,f,0.771653721117548,0,0
114,f,0.7951487854230768,0,0
115,f,0.8168003230183768,0,0
116,f,0.8366335919610552,0,0
117,f,0.8547016553134976,0,0
118,f,0.8710793466803533,0,0
119,f,0.885857517147239,0,0
120,f,0.8991378169279396,0,0
0,u,1.1865302474709716e-4,6.083465448153025e-4,6573.199668824326
1,u,1.0663783813487092e-4,2.6386917007352933e-4,26524.798088213156
2,u,9.591058055148081e-5,3.395922942441815e-4,35330.49085503537
3,u,8.653439734691113e-5,1.1911054330347903e-4,41975.31205027849
4,u,7.875243727736711e-5,1.0291994201577537e-4,48578.94983441217
5,u,7.275802411201363e-5,5.4500027098852476e-5,55044.34418937227
6,u,6.87414374184449e-5,3.26054680893014e-5,61338.40462140599
7,u,6.683110725341138e-5,2.9705838632767967e-5,67325.83176275779
8,u,6.706386323034315e-5,4.1826942071749816e-5,71722.60535902454
9,u,6.941230013583646e-5,5.387276396538549e-5,74247.02131567063
10,u,7.387431260730986e-5,9.22403154304503e-5,75885.2257413819
11,u,8.049440460592054e-5,1.0667201556518292e-4,74992.23924431733
12,u,8.950869762582851e-5,9.40755863676336e-5,74404.75266445884
13,u,1.0140008529099245e-4,6.745630091847751e-5,74119.560236339
14,u,1.168536724169397e-4,8.048091900767672e-5,74548.83258317025
15,u,1.3649838455972524e-4,6.568644687427217e-5,76116.70324401626
16,u,1.6073446921142484e-4,1.4606717772628066e-4,82147.98001655878
17,u,1.8902975449399388e-4,2.4068537713313397e-4,91394.63611320186
18,u,2.198356754641702e-4,3.3646022956544094e-4,106978.30100858046
19,u,2.5071674193823134e-4,3.327791089961349e-4,135202.33468312508
20,u,2.789480487309627e-4,3.9971742599677557e-4,170086.1788499172
21,u,3.0199902554087937e-4,3.235772027555016e-4,213206.7277886497
22,u,3.186800646880402e-4,3.404608044223434e-4,258429.21881679964
23,u,3.286534621888568e-4,0.00034971944989459387,300188.16442872194
24,u,3.3253350838651397e-4,3.5469027651466615e-4,338263.3427743489
25,u,3.3180775145933355e-4,3.128906347228518e-4,370678.56775553216
26,u,3.2869027675762417e-4,3.0323809419422913e-4,398965.8832831552
27,u,3.2492133115439594e-4,3.3398116060723624e-4,428096.36354056903
28,u,3.214672581762982e-4,3.2814935857400005e-4,457033.92336293845
29,u,3.195156380036724e-4,3.1141550979157153e-4,484807.22180490743
30,u,3.204471524245724e-4,2.9468947081304355e-4,515721.1867153394
31,u,3.254376893521035e-4,2.946458280064492e-4,546338.2329218726
32,u,3.3486270727562365e-4,3.674013897718626e-4,571476.9423829595
33,u,3.4798676410925867e-4,3.464570392374762e-4,588715.5932259521
34,u,3.653900677839392e-4,3.343101352129145e-4,601137.628398314
35,u,3.877680243262406e-4,3.8561903857946967e-4,606699.5121255456
36,u,4.145021466503504e-4,4.275548153249217e-4,612655.9237091675
37,u,4.4467031844510046e-4,4.680147896443328e-4,625902.091803402
38,u,4.7763215713339307e-4,5.364536755492875e-4,648530.6614857744
39,u,5.136204605044528e-4,4.502405685553478e-4,672822.0638265844
40,u,5.557707772123522e-4,5.730062067797468e-4,701362.0812434141
41,u,6.045104513043342e-4,5.949410186514994e-4,730947.416122234
42,u,6.612413478375746e-4,6.835650183443291e-4,758995.2688544332
43,u,7.271221302210699e-4,6.926917147224367e-4,792285.8675222038
44,u,8.049072083479508e-4,8.082672495281979e-4,828598.7473355412
45,u,8.958206187091031e-4,8.88359397590404e-4,854004.4374680114
46,u,0.0010013419893123105,0.0010568935530774518,869069.8838476592
47,u,0.001122444250154535,0.0010403175638195618,880042.3701339756
48,u,0.00126389840134446,0.0012660026062518343,880167.3851573084
49,u,0.0014254777879143031,0.0014071543590062352,873489.5302724673
50,u,0.0016057927466595235,0.0017690607033835994,857323.4824702694
51,u,0.0018002786542429983,0.0017843018205113488,837115.2330949872
52,u,0.002013004576052334,0.0019426166686397045,806888.9979828391
53,u,0.0022486096066404583,0.002301561260865644,769026.1592503387
54,u,0.002508387409905163,0.0025211788629165522,724143.6414421195
55,u,0.002796861471446038,0.0028082447268255933,673495.6445130212
56,u,0.00312060108676355,0.0031152696441470824,615359.0411485775
57,u,0.0034887819451486645,0.00344273664300937,560795.4002483818
58,u,0.003913121968912119,0.0038205559077668294,506548.2662125546
59,u,0.004406653339848809,0.004276061393440255,455752.20903959055
60,u,0.004981820821446517,0.004900784372651465,372698.16278789705
61,u,0.005648160776252583,0.005589878904783849,288642.708625621
62,u,0.006412511828163831,0.006265290447852872,249801.9461387927
63,u,0.007278200701168848,0.0073588218497693805,225291.15313111545
64,u,0.008241246210255732,0.008889678346811779,211325.1475688695
65,u,0.009291965596939223,0.009589853610421577,190223.01833508958
66,u,0.0104236939276655,0.010723962671528952,167783.14424205932
67,u,0.011629708852201895,0.012335482645198006,152593.810236339
68,u,0.012904050371090556,0.013468965567816757,144170.98895830198
69,u,0.014247548793205214,0.014401230205123548,134154.34483667018
70,u,0.015669081862271804,0.016006900232898913,121591.13898088213
71,u,0.017183509286468647,0.01718116302634706,116214.40095589342
72,u,0.018814756577499273,0.018983633086188733,117972.09694415174
73,u,0.020594763648719306,0.019941517201524917,113690.79593557128
74,u,0.02256686250317661,0.021579277605813876,102774.97098449495
75,u,0.024780858959461888,0.023549254533653627,90139.07839831401
76,u,0.027115212612630234,0.024835153648959774,74441.02510161072
77,u,0.029888213596142688,0.028659912761891032,59532.45076772542
78,u,0.03316954059719411,0.031116104212742343,46855.432635857294
79,u,0.03703155893569787,0.03617939987151767,41687.09890862562
80,u,0.04154825712301896,0.04009427263027297,37272.857669727535
81,u,0.04679926138970156,0.046372622885667326,32565.63611320187
82,u,0.05286992518972258,0.05464219735492952,28890.819426463946
83,u,0.059854485249190556,0.06473754397023558,25962.916415776006
84,u,0.06785984121970648,0.0764606535840843,23157.243436700286
85,u,0.07700836424004495,0.08541139625087948,9493.20944603342
86,u,0.0874380034726242,0.07534180889628997,1111.237340057203
87,u,0.09929451573761498,0.10302940853337625,736.4773295197953
88,u,0.1127236907441657,0.08404757566602013,547.1051106427818
89,u,0.12786470266502256,0.09858224922868998,376.1087460484721
90,u,0.14484056409496762,0.13229461123967456,218.82549300015054
91,u,0.16249785917042786,0.10041893771897674,132.41593406593407
92,u,0.18184998275848024,0.09880189257506554,115.45516332982086
93,u,0.20294829903737766,0.12695630710462982,95.89743338852928
94,u,0.22581882047073412,0.11083435633318788,76.70225801595664
95,u,0.2504567865077516,0.17190723961604018,47.853816046966735
96,u,0.2768216930124009,0.17249755847012868,26.485917507150383
97,u,0.30483324404889395,0.39901932027161907,12.036865873852175
98,u,0.33436872768537457,0.4400117239312263,3.545333433689598
99,u,0.36526229035554064,0,2
100,u,0.3973064875698769,0,3
101,u,0.4302563202897282,0,1.414835164835165
102,u,0.4638357381291418,1.0911808669656202,0.41643835616438357
103,u,0.4977463298371633,0,NA
104,u,0.531677667121769,0,NA
105,u,0.565318563067912,0,NA
106,u,0.598368388892851,0,NA
107,u,0.6305475851894975,0,NA
108,u,0.6616066076168311,0,NA
109,u,0.6913327421527801,0,NA
110,u,0.7195544753126643,0,0
111,u,0.7461433670330594,0,0
112,u,0.7710136082574449,0,0
113,u,0.7941196226830074,0,0
114,u,0.8154521785498537,0,0
115,u,0.8350335121721568,0,0
116,u,0.8529119414981927,0,0
117,u,0.8691563827620887,0,0
118,u,0.8838510949727844,0,0
119,u,0.8970908820655851,0,0
120,u,0.9089768933422058,0,0
